,case_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
5199,EZYV4040,Africa,1,Y,N,4211,1992,Northeast,49337.69,4,Y,1
5200,EZYV22536,South America,1,Y,N,18083,1976,South,25942.3,4,Y,1
5201,EZYV24477,North America,1,Y,N,1312,2006,Northeast,114921.14,4,Y,1
5202,EZYV3915,North America,1,Y,N,2164,2004,Northeast,92268.35,4,Y,1
5203,EZYV23958,Asia,2,N,N,1436,1911,South,67102.71,4,Y,0
5204,EZYV13388,South America,2,N,N,2662,1877,Northeast,327.6936,1,Y,0
5205,EZYV12948,Asia,1,Y,N,764,1960,Midwest,46053.83,4,Y,1
5206,EZYV23714,Asia,2,N,Y,3213,1985,West,1234.57,4,Y,1
5207,EZYV2345,Asia,1,Y,N,3524,2002,West,117043.88,4,Y,1
5208,EZYV3077,Asia,1,N,N,2745,2010,West,92628.47,4,Y,0
5209,EZYV22704,Asia,2,Y,N,3013,1993,Midwest,47266.97,4,N,0
5210,EZYV5606,Asia,2,N,N,2258,1998,Northeast,20013.09,4,Y,1
5211,EZYV12944,Asia,2,N,N,2999,1964,Northeast,115338.6,4,N,0
5212,EZYV6324,Asia,2,Y,N,1030,1987,South,17826.38,4,Y,1
5213,EZYV12269,Africa,3,Y,N,165,1968,West,62978.49,4,Y,0
5214,EZYV20598,Europe,1,N,N,2040,2006,West,24467.55,4,Y,1
5215,EZYV19288,North America,1,Y,Y,4651,1984,South,21650.68,4,Y,0
5216,EZYV7896,Asia,2,N,N,1921,1996,West,193514.82,4,N,1
5217,EZYV17431,Asia,2,N,N,5097,1993,Northeast,131667.4,4,N,1
5218,EZYV11770,Africa,1,Y,N,8824,1855,West,474.9025,1,Y,0
5219,EZYV19978,North America,1,Y,N,3758,2003,South,82236.19,4,Y,0
5220,EZYV9042,Europe,2,Y,N,2946,1995,Midwest,129390.69,4,Y,1
5221,EZYV21791,Europe,1,N,N,1539,1923,West,24786.91,4,Y,0
5222,EZYV7529,Europe,1,N,N,2278,1995,Northeast,22472.07,4,Y,1
5223,EZYV7201,Asia,1,Y,N,4455,2011,Midwest,55841.98,4,Y,0
5224,EZYV19275,Asia,1,Y,N,4098,1955,Northeast,141521.04,4,Y,1
5225,EZYV11814,Asia,3,N,N,254,1996,West,235429.79,4,Y,0
5226,EZYV10163,North America,1,Y,N,4022,1998,Northeast,509.423,1,Y,0
5227,EZYV24166,Asia,3,N,N,2054,2008,South,142390.45,4,N,1
5228,EZYV18169,North America,2,Y,N,2924,1968,Northeast,78982.26,4,Y,0
5229,EZYV158,Asia,4,Y,N,284,2007,Northeast,44539.97,4,Y,1
5230,EZYV4077,Asia,1,N,N,1174,2002,Northeast,95819.25,4,Y,0
5231,EZYV8381,Asia,1,Y,N,2405,2003,Midwest,145919.81,4,Y,1
5232,EZYV3578,Asia,1,Y,N,1134,1999,South,47693.77,4,Y,1
5233,EZYV6210,Asia,2,Y,N,2304,2007,South,151277.04,4,Y,1
5234,EZYV5857,Asia,2,N,N,3631,1965,South,117937.29,4,N,1
5235,EZYV24664,Europe,2,Y,N,2001,1949,Northeast,105687.76,4,Y,1
5236,EZYV15948,Asia,1,N,N,32162,1982,Northeast,641.4508,1,Y,0
5237,EZYV17761,Europe,1,Y,N,3776,2010,South,9188.44,4,Y,1
5238,EZYV13023,North America,4,Y,N,3199,1993,Northeast,15569.23,4,Y,1
5239,EZYV6115,Asia,3,N,N,1268,2012,Northeast,21888.82,4,Y,0
5240,EZYV22568,Europe,4,Y,N,4596,1951,South,58706.21,4,Y,1
5241,EZYV8144,North America,2,N,N,3320,1997,West,138276.37,4,Y,1
5242,EZYV25241,Europe,1,N,Y,72173,1919,South,85135.27,4,Y,1
5243,EZYV11402,North America,1,Y,N,70050,1867,South,68174.39,4,Y,0
5244,EZYV4067,Asia,1,N,N,1166,1995,West,64730.97,4,N,0
5245,EZYV17124,Europe,4,Y,N,226,2011,West,20869.61,4,Y,1
5246,EZYV9860,Asia,3,Y,N,2301,1978,Midwest,70645.97,4,Y,0
5247,EZYV3014,Asia,3,N,N,511,2015,Midwest,35941.1,4,Y,0
5248,EZYV20834,Asia,4,Y,N,795,1994,West,5187.9,4,Y,1
5249,EZYV17150,Europe,3,Y,N,2920,2002,West,168336.18,4,Y,0
5250,EZYV23612,Asia,2,Y,N,959,1998,South,99037.13,4,N,1
5251,EZYV10819,South America,1,N,Y,187,2009,Northeast,80239.66,4,Y,0
5252,EZYV12928,Asia,1,N,N,5098,1962,West,41783.08,4,Y,1
5253,EZYV2570,Asia,2,N,N,2577,1988,South,108672.2,4,Y,1
5254,EZYV22995,Europe,1,Y,N,465,1997,South,79124.71,4,Y,1
5255,EZYV14093,Asia,1,Y,N,393,2005,West,51554.04,4,Y,1
5256,EZYV5631,North America,2,Y,N,2707,2006,South,6278.09,4,Y,1
5257,EZYV14868,Asia,1,N,N,1295,1873,South,133283.64,4,Y,0
5258,EZYV20843,Asia,2,N,N,1887,2011,Midwest,147430.78,4,Y,0
5259,EZYV17383,Asia,1,N,N,2513,1968,West,104507.4,4,Y,1
5260,EZYV7246,Asia,1,Y,Y,1751,1999,Midwest,72615.17,4,Y,0
5261,EZYV23835,Asia,1,N,N,2246,2011,South,79391.31,4,Y,1
5262,EZYV19127,South America,1,N,N,9999,2010,Northeast,26556.76,4,Y,0
5263,EZYV22261,Asia,4,N,N,1577,1998,Northeast,322.3961,1,Y,0
5264,EZYV23592,Asia,1,Y,N,91203,2006,Midwest,119110.46,4,N,1
5265,EZYV7882,Oceania,1,N,N,3706,1986,Midwest,114482.8,4,Y,0
5266,EZYV20758,Asia,2,Y,N,965,2009,South,57182.37,4,Y,1
5267,EZYV10839,South America,2,N,Y,2744,2007,Northeast,111952.66,4,Y,1
5268,EZYV15560,North America,1,N,N,1999,2001,Northeast,371.8256,1,Y,0
5269,EZYV7697,Asia,3,N,N,295,2001,Northeast,45668.27,4,Y,0
5270,EZYV8866,Europe,1,N,N,409,1996,West,123699.45,4,Y,1
5271,EZYV23385,Asia,2,Y,N,1208,1888,Northeast,33150.57,4,Y,0
5272,EZYV17822,Asia,1,N,N,2413,1986,South,28279.36,4,Y,1
5273,EZYV20824,Asia,1,N,N,532,1919,Midwest,66930.01,4,Y,1
5274,EZYV10393,Asia,3,Y,N,1165,1999,South,3122.34,4,Y,0
5275,EZYV24738,Asia,2,Y,N,4778,2001,South,42473.49,4,Y,1
5276,EZYV2821,Asia,1,N,N,3455,1999,West,139463.72,4,Y,0
5277,EZYV5835,Asia,4,Y,N,1245,1971,South,123360.97,4,Y,1
5278,EZYV12995,Asia,2,Y,Y,3251,1975,Northeast,105779.03,4,Y,0
5279,EZYV19315,Asia,1,Y,N,964,1859,South,638.39,4,Y,1
5280,EZYV2792,Asia,4,Y,N,71,1993,Northeast,66674.88,4,Y,1
5281,EZYV389,North America,4,N,N,1200,1996,Midwest,107875.51,4,Y,1
5282,EZYV13698,Asia,3,N,N,2145,1947,West,504.8399,1,Y,0
5283,EZYV25415,Europe,2,N,N,724,1998,West,7546.99,4,Y,0
5284,EZYV20327,Asia,2,Y,N,3834,1914,Midwest,171823.93,4,Y,1
5285,EZYV21817,Asia,2,N,N,2193,1993,West,9387.0,4,Y,0
5286,EZYV1327,Asia,2,N,N,2198,2004,Northeast,89.5992,1,Y,0
5287,EZYV6898,Asia,2,N,N,4069,1850,South,69332.66,4,Y,1
5288,EZYV21795,Asia,1,Y,N,1246,2004,West,194788.26,4,Y,0
5289,EZYV14406,Asia,1,Y,N,1723,1858,West,132966.33,4,Y,1
5290,EZYV5895,Asia,2,Y,N,24801,1889,South,112580.59,4,N,1
5291,EZYV21724,Asia,4,Y,N,691,2001,South,87357.2,4,Y,1
5292,EZYV16857,Asia,1,Y,N,4616,1993,South,31225.02,4,Y,0
5293,EZYV9438,Asia,1,Y,N,2903,1817,West,117008.19,4,Y,1
5294,EZYV10677,Asia,1,Y,Y,2395,2008,South,31499.53,4,Y,1
5295,EZYV1651,Asia,2,N,N,1682,1998,South,95078.36,4,N,1
5296,EZYV16740,Asia,2,N,N,2344,1996,Midwest,112211.28,4,N,1
5297,EZYV5249,North America,1,Y,N,3940,2001,Northeast,17079.93,4,Y,1
5298,EZYV10477,Europe,3,N,N,213,1912,Northeast,110011.2,4,N,0
5299,EZYV13301,Africa,2,Y,N,279,1989,Northeast,94027.93,4,Y,1
5300,EZYV436,Asia,2,N,N,1499,1969,Northeast,69068.26,4,Y,0
5301,EZYV23410,Asia,3,N,N,2177,2000,Midwest,203529.18,4,Y,1
5302,EZYV22120,North America,2,N,N,1166,1997,South,145953.01,4,N,1
5303,EZYV7431,Africa,3,N,Y,284,1855,West,102492.08,4,Y,0
5304,EZYV9967,Asia,3,Y,N,2810,1999,West,96652.42,4,Y,0
5305,EZYV6542,Asia,1,Y,N,4625,1917,Midwest,131826.56,4,Y,1
5306,EZYV19726,Asia,1,N,Y,2228,2007,Northeast,17.8912,1,Y,1
5307,EZYV6642,Asia,1,N,N,1434,1979,Northeast,76878.2,4,Y,0
5308,EZYV23149,Asia,3,Y,N,5835,1998,Northeast,44978.42,4,Y,1
5309,EZYV2563,Asia,1,Y,N,1581,1962,West,86380.35,4,Y,1
5310,EZYV14237,North America,1,N,N,3261,1977,South,39431.89,4,N,1
5311,EZYV21938,Asia,1,Y,N,1926,1931,South,165.0605,1,Y,0
5312,EZYV17977,Asia,1,Y,N,922,2009,Northeast,148620.51,4,Y,1
5313,EZYV20072,Asia,1,N,N,3890,1998,West,38649.8,4,Y,1
5314,EZYV11265,Europe,2,N,N,1260,1977,Northeast,125796.3,4,N,1
5315,EZYV21739,North America,1,Y,N,528,2004,Northeast,8334.51,4,Y,0
5316,EZYV11057,Asia,1,Y,N,2511,1848,South,147118.25,4,Y,0
5317,EZYV13421,Asia,2,Y,N,2415,2005,Midwest,139157.76,4,Y,1
5318,EZYV7322,Asia,2,N,Y,326338,1875,South,28113.94,4,Y,1
5319,EZYV16208,Asia,2,N,N,3630,1996,Midwest,48657.18,4,Y,1
5320,EZYV22803,Asia,2,N,N,2314,1988,Northeast,84275.87,4,Y,1
5321,EZYV8724,North America,1,N,N,4049,2006,South,168931.9,4,Y,1
5322,EZYV10545,Asia,2,Y,N,1706,2007,South,71197.31,4,N,0
5323,EZYV15345,Asia,2,Y,Y,464,2001,West,124659.16,4,Y,1
5324,EZYV22699,Asia,2,Y,N,3944,1946,West,75821.36,4,N,0
5325,EZYV6114,Asia,1,Y,N,4205,2009,South,97764.73,4,Y,1
5326,EZYV23084,Asia,3,Y,N,154,2003,West,146460.97,4,Y,1
5327,EZYV17174,Asia,2,N,N,1819,1907,West,515.3336,1,Y,1
5328,EZYV8384,Europe,3,N,Y,217,1985,West,19038.0,4,Y,0
5329,EZYV11867,Europe,2,Y,Y,3444,1927,Northeast,46555.82,4,Y,0
5330,EZYV18213,Asia,1,N,Y,2651,1998,South,145551.82,4,Y,1
5331,EZYV21433,Asia,1,N,N,1961,2009,West,23494.73,4,Y,0
5332,EZYV16069,Asia,3,Y,N,1994,2009,Midwest,82251.74,4,Y,1
5333,EZYV11818,Asia,1,N,N,815,2001,West,87930.41,4,Y,1
5334,EZYV5029,Europe,1,Y,N,2533,1974,West,70262.29,4,Y,1
5335,EZYV15200,North America,1,N,N,2342,1979,South,419.1758,1,Y,0
5336,EZYV13703,Europe,4,N,N,117375,1981,South,4122.75,4,Y,1
5337,EZYV22319,South America,2,Y,N,3999,1978,South,68277.16,4,Y,1
5338,EZYV14733,Asia,1,Y,N,2522,1993,Northeast,38219.26,4,Y,0
5339,EZYV20967,Asia,2,Y,N,54356,2004,West,84870.17,4,Y,1
5340,EZYV21840,Europe,4,N,N,4081,2010,West,12416.9,4,Y,1
5341,EZYV20176,Europe,2,N,N,2344,2007,West,2633.66,4,Y,1
5342,EZYV5542,Asia,1,N,N,2162,2007,West,106537.76,4,Y,1
5343,EZYV9836,Europe,1,N,N,5169,1999,West,5862.47,4,Y,1
5344,EZYV13986,Asia,1,Y,N,850,1800,South,73067.58,4,Y,1
5345,EZYV19172,Asia,3,Y,N,541,1974,Midwest,28924.61,4,Y,1
5346,EZYV22074,Asia,2,Y,N,330,2008,Midwest,14172.73,4,Y,1
5347,EZYV20345,Asia,3,Y,N,3339,2013,South,793.1,4,Y,0
5348,EZYV18333,Asia,1,Y,N,1366,2011,West,119913.43,2,Y,1
5349,EZYV17936,North America,2,Y,N,1519,2014,Midwest,140840.72,4,Y,1
5350,EZYV16328,Asia,2,Y,N,1104,2011,Northeast,25456.79,4,Y,1
5351,EZYV7328,Europe,1,N,N,1343,2000,West,28716.35,4,Y,1
5352,EZYV19337,Asia,3,Y,N,3216,1911,South,459.6725,1,Y,0
5353,EZYV2997,Asia,1,Y,N,2217,1993,West,60875.21,4,Y,1
5354,EZYV17839,Asia,2,Y,N,3891,2000,Midwest,151194.24,4,Y,1
5355,EZYV21457,Asia,2,N,Y,45284,2010,Midwest,107845.72,4,Y,1
5356,EZYV25364,North America,1,N,N,829,2001,Northeast,408.1252,1,Y,0
5357,EZYV7982,Asia,2,Y,Y,86,1969,West,114438.68,4,Y,1
5358,EZYV5735,Europe,2,N,N,3486,2003,West,99470.77,4,Y,1
5359,EZYV24785,Asia,1,N,N,3037,1976,West,63452.93,4,Y,1
5360,EZYV8510,Asia,2,Y,N,707,2000,South,53719.84,4,Y,1
5361,EZYV16963,North America,2,Y,N,2396,2001,Northeast,66699.96,4,Y,1
5362,EZYV23279,North America,2,N,N,737,1990,Northeast,533.0116,1,Y,0
5363,EZYV22961,Asia,1,Y,N,2111,1994,Northeast,85198.39,4,Y,0
5364,EZYV11154,Europe,1,Y,N,655,1914,West,294.402,1,Y,0
5365,EZYV22031,South America,1,N,N,21,1994,West,6677.45,4,Y,0
5366,EZYV13226,North America,2,Y,N,490,1878,Midwest,157947.64,4,N,1
5367,EZYV1353,Africa,2,Y,N,3806,2000,Midwest,90513.54,4,Y,1
5368,EZYV3903,South America,3,N,N,1260,1888,Northeast,128.01,1,Y,0
5369,EZYV21600,Europe,2,Y,N,4651,2005,Midwest,48282.07,4,Y,1
5370,EZYV7062,North America,2,N,N,3257,1987,South,37316.47,4,N,1
5371,EZYV9237,Europe,3,Y,Y,9120,1907,West,126693.97,4,Y,0
5372,EZYV1097,Asia,1,Y,N,4457,1986,Northeast,44966.61,4,Y,1
5373,EZYV5806,North America,2,Y,N,3302,2013,Midwest,52196.73,4,Y,1
5374,EZYV17926,Europe,1,Y,N,2284,2006,Island,35841.92,4,Y,1
5375,EZYV21949,Asia,2,Y,N,2113,1901,West,120681.32,4,N,1
5376,EZYV14960,Europe,4,N,N,1543,2012,Northeast,31526.14,4,Y,1
5377,EZYV4555,Asia,1,Y,N,1855,2013,Northeast,54959.8,4,Y,1
5378,EZYV7811,Asia,3,N,Y,3230,2004,West,127475.66,4,Y,0
5379,EZYV6557,Asia,1,Y,N,4755,2007,West,97712.19,4,Y,1
5380,EZYV24284,North America,2,Y,N,751,1996,West,195855.82,4,N,1
5381,EZYV13218,Asia,2,Y,N,2314,1999,West,37860.98,4,Y,1
5382,EZYV13615,Asia,1,Y,N,975,2002,West,101485.38,4,Y,1
5383,EZYV3372,Asia,2,N,Y,1689,1964,South,7001.82,4,Y,0
5384,EZYV24676,Asia,1,Y,N,4108,2009,Northeast,115196.05,4,Y,0
5385,EZYV4368,Asia,2,N,N,4750,2005,South,87122.42,4,N,0
5386,EZYV25432,Asia,1,Y,N,2984,1995,Midwest,114781.64,4,N,1
5387,EZYV15360,Asia,2,Y,Y,6758,1832,Northeast,6499.53,4,N,1
5388,EZYV9999,North America,3,N,N,1711,2006,Northeast,116.38,1,Y,0
5389,EZYV23532,Asia,1,Y,N,2956,2009,Midwest,72764.94,4,Y,1
5390,EZYV6832,Asia,2,Y,N,2767,2008,South,73539.29,4,Y,1
5391,EZYV7518,Asia,2,N,N,1173,2013,West,656.3975,1,Y,1
5392,EZYV25325,Europe,3,Y,N,20826,1968,West,122162.43,4,Y,1
5393,EZYV20897,Europe,4,Y,N,2189,2005,South,8977.46,4,Y,1
5394,EZYV18023,Asia,1,Y,N,1027,2010,West,67260.79,4,Y,1
5395,EZYV10480,Asia,1,Y,N,3105,1919,West,52479.96,4,Y,1
5396,EZYV19465,Africa,1,N,N,358,1965,Northeast,334.4413,1,Y,0
5397,EZYV17243,Asia,1,N,N,138,1977,West,70036.21,4,Y,0
5398,EZYV14149,Africa,2,N,N,2691,2011,South,104253.66,4,Y,1
5399,EZYV5762,Asia,1,N,N,1898,1957,West,24535.65,4,Y,0
5400,EZYV23255,Asia,1,N,N,3125,1885,Northeast,41726.0,4,Y,1
5401,EZYV549,South America,2,Y,Y,3198,2011,Northeast,53077.88,4,Y,1
5402,EZYV23126,Asia,1,N,N,5348,1923,West,56314.27,4,Y,0
5403,EZYV19144,Asia,2,Y,N,543,1914,South,122812.56,4,Y,1
5404,EZYV17049,North America,3,Y,N,1300,1988,Midwest,103907.63,4,Y,1
5405,EZYV17268,Asia,1,Y,N,499,1909,West,72476.76,3,Y,0
5406,EZYV9320,North America,2,Y,N,3253,2009,Northeast,23130.58,4,Y,0
5407,EZYV3945,Asia,2,N,N,4669,2000,South,768.4136,1,Y,0
5408,EZYV13625,Asia,3,Y,N,778,2010,West,37809.94,4,Y,0
5409,EZYV4309,Asia,1,Y,Y,3382,1934,Midwest,52692.82,4,Y,1
5410,EZYV11204,Asia,2,N,N,2835,2003,South,109765.53,4,N,1
5411,EZYV5870,North America,1,N,N,1729,2003,South,698.2524,1,Y,0
5412,EZYV23222,Europe,2,Y,Y,206,1920,West,32648.34,4,Y,1
5413,EZYV23579,Asia,2,Y,N,3677,1985,South,137367.95,4,Y,1
5414,EZYV10835,Asia,2,Y,N,497,2007,Northeast,110561.9,4,Y,1
5415,EZYV16678,Oceania,1,Y,Y,1195,1991,South,40905.3,4,Y,1
5416,EZYV12682,Asia,2,Y,N,416,2000,Midwest,192130.8,4,Y,1
5417,EZYV449,Asia,1,Y,N,2311,2005,West,86901.23,4,N,1
5418,EZYV24778,Europe,1,N,N,678,2003,West,1114.39,4,Y,1
5419,EZYV11616,Europe,1,N,N,3098,1977,Northeast,1515.79,4,Y,0
5420,EZYV12508,North America,2,N,N,69615,2011,Northeast,48743.46,4,Y,1
5421,EZYV11916,Europe,4,Y,N,3651,1992,Northeast,28497.59,4,N,1
5422,EZYV9365,Europe,4,N,N,1173,1995,Northeast,50817.22,4,Y,1
5423,EZYV7536,Asia,1,N,N,1136,1984,West,90722.04,4,Y,0
5424,EZYV22042,Asia,1,Y,Y,3336,2009,South,56454.03,4,Y,1
5425,EZYV7366,South America,1,Y,Y,1833,2005,West,110450.47,4,Y,0
5426,EZYV10792,Asia,1,N,N,1222,2005,Midwest,2795.57,4,Y,0
5427,EZYV1128,Asia,3,Y,N,1978,1978,Midwest,130762.79,4,Y,1
5428,EZYV22515,Asia,1,Y,N,405,2005,West,110945.58,4,Y,1
5429,EZYV4408,Asia,1,N,N,1330,1994,West,88711.8,4,Y,0
5430,EZYV1800,North America,1,N,N,2682,1995,Northeast,78310.69,4,Y,0
5431,EZYV12572,Asia,3,Y,N,2183,2004,West,38546.81,4,Y,0
5432,EZYV10090,Asia,1,N,N,2071,1904,Northeast,238.0194,1,Y,0
5433,EZYV11661,South America,2,N,N,4988,1969,Island,112883.48,4,Y,1
5434,EZYV2388,Asia,1,N,N,130,2001,West,230.4357,1,Y,0
5435,EZYV3035,Asia,2,Y,N,5463,2004,West,32393.39,4,Y,1
5436,EZYV24610,Europe,1,N,N,4716,1983,West,40587.61,4,Y,1
5437,EZYV5649,Asia,3,N,N,1884,1994,West,151611.86,4,Y,0
5438,EZYV16774,North America,2,N,N,2778,2001,South,2815.04,4,Y,0
5439,EZYV22378,Asia,1,N,N,3731,1818,Midwest,16111.61,4,Y,0
5440,EZYV6067,Africa,2,N,N,633,1932,West,40278.62,4,Y,1
5441,EZYV3513,Asia,3,N,N,4364,2009,Northeast,111582.9,4,Y,0
5442,EZYV7001,North America,1,N,N,109,1969,South,43866.4,4,Y,0
5443,EZYV18502,Asia,3,Y,N,3271,1963,Northeast,45596.11,4,Y,1
5444,EZYV16041,Asia,1,N,N,2329,1977,West,69027.36,4,Y,1
5445,EZYV20913,South America,3,Y,N,4086,2007,Midwest,23948.53,4,Y,0
5446,EZYV7817,Europe,2,Y,N,2670,2014,West,211159.95,4,Y,1
5447,EZYV18931,Asia,1,Y,N,5232,1975,Midwest,3303.09,4,Y,1
5448,EZYV8132,Asia,1,Y,N,3139,1987,South,96886.71,2,Y,1
5449,EZYV5759,Asia,3,Y,N,3310,2001,Midwest,126612.68,4,Y,0
5450,EZYV4289,Asia,1,Y,N,86,1994,South,83284.64,4,Y,0
5451,EZYV6696,Asia,3,Y,N,4996,1978,South,45160.48,4,Y,0
5452,EZYV25311,Asia,2,N,N,2819,2006,Northeast,31776.0,4,N,0
5453,EZYV21491,Asia,4,Y,N,2017,1963,Northeast,55124.32,4,Y,1
5454,EZYV23333,Asia,1,N,N,1022,1953,Midwest,77015.8,4,Y,0
5455,EZYV13292,Asia,1,Y,N,3936,2005,Northeast,72002.31,4,Y,1
5456,EZYV17624,Asia,2,Y,N,3533,2007,West,34009.78,4,Y,1
5457,EZYV7803,Asia,1,N,N,1117,2008,West,114776.49,4,Y,1
5458,EZYV17923,Asia,1,N,N,1867,1996,South,60490.62,4,Y,1
5459,EZYV3261,Asia,4,Y,Y,741,1997,South,82643.23,4,Y,1
5460,EZYV11062,Asia,1,N,N,779,1880,Northeast,59167.83,4,Y,0
5461,EZYV24318,Asia,1,N,N,2071,2009,Northeast,135075.15,4,Y,0
5462,EZYV8274,Europe,3,Y,N,3353,2006,West,126673.41,4,Y,0
5463,EZYV20391,Asia,2,Y,N,2980,1973,Northeast,147111.47,4,Y,1
5464,EZYV22133,North America,2,Y,N,3870,1997,Northeast,30867.55,4,Y,1
5465,EZYV2841,Europe,1,N,N,4645,2010,West,12093.05,4,Y,1
5466,EZYV22708,Asia,1,Y,N,4207,2011,Northeast,68120.92,4,Y,0
5467,EZYV2616,Asia,2,Y,N,3591,1977,South,53735.72,4,Y,1
5468,EZYV8370,Asia,2,N,N,3368,1979,Northeast,85201.79,4,Y,1
5469,EZYV8422,North America,3,N,N,386,1965,West,543.5521,1,Y,1
5470,EZYV3561,Europe,4,Y,N,19600,1979,Northeast,14714.66,4,Y,1
5471,EZYV17562,South America,2,Y,N,1897,2008,West,73216.32,4,Y,0
5472,EZYV11599,Asia,4,N,Y,1731,2013,West,96488.7,4,Y,1
5473,EZYV4082,Asia,4,N,Y,279,1880,West,88643.7,4,Y,0
5474,EZYV1512,Europe,2,Y,N,1497,1997,West,8533.38,4,Y,1
5475,EZYV12531,Europe,2,Y,N,4316,1983,South,70964.92,4,Y,1
5476,EZYV5859,Asia,1,N,N,1368,1988,West,130358.75,4,Y,1
5477,EZYV5282,North America,1,Y,N,3816,2008,South,26451.92,4,N,0
5478,EZYV25269,North America,4,Y,N,1693,1997,Northeast,123.25,1,Y,0
5479,EZYV14989,Asia,1,N,Y,1220,1992,Northeast,54931.4,4,Y,1
5480,EZYV7216,South America,2,N,N,2835,1997,South,680.9274,1,Y,0
5481,EZYV21371,Asia,1,N,N,1737,2003,South,61155.52,4,Y,0
5482,EZYV24237,South America,2,N,N,1728,2006,South,112029.84,4,Y,1
5483,EZYV12650,Europe,4,Y,N,1195,1862,Northeast,7349.45,4,Y,1
5484,EZYV474,North America,3,N,N,1419,1973,West,90094.22,4,Y,0
5485,EZYV16872,Asia,2,Y,N,21629,2009,Northeast,101672.19,4,N,1
5486,EZYV7022,South America,1,Y,N,1913,1886,West,135983.58,4,Y,0
5487,EZYV1847,Asia,1,Y,N,1424,2007,Northeast,28196.8,4,Y,1
5488,EZYV18676,Asia,2,N,N,2609,1998,Midwest,141415.24,4,Y,1
5489,EZYV22743,Europe,3,N,N,50607,2013,West,41091.84,4,Y,1
5490,EZYV9016,Asia,4,N,Y,12248,1992,South,49425.56,4,Y,1
5491,EZYV8949,Europe,1,Y,Y,202,1999,South,109356.35,4,Y,1
5492,EZYV21890,Asia,2,Y,N,82211,2006,South,106516.1,4,Y,1
5493,EZYV20236,Asia,2,N,N,2008,2013,Northeast,958.665,1,Y,0
5494,EZYV23308,Asia,2,Y,N,2329,1981,South,20084.65,4,Y,1
5495,EZYV5826,Asia,3,N,N,1213,2001,Midwest,467.24,1,Y,0
5496,EZYV19113,Asia,1,Y,N,3387,2004,Northeast,83672.69,4,Y,1
5497,EZYV1852,Europe,2,Y,N,2850,1999,South,52006.35,4,Y,1
5498,EZYV7158,Asia,1,N,N,3218,2006,Northeast,108017.99,4,Y,1
5499,EZYV11275,Asia,4,N,Y,2854,1895,Midwest,112127.47,4,Y,1
5500,EZYV1682,Europe,2,Y,N,4234,2008,West,11894.22,4,Y,1
5501,EZYV1453,South America,1,N,N,619,1980,Midwest,47472.43,4,Y,1
5502,EZYV23361,Asia,4,Y,N,4277,2001,Northeast,72652.13,4,Y,1
5503,EZYV15288,North America,1,Y,N,1366,2011,Northeast,16381.83,4,Y,1
5504,EZYV10302,Asia,2,Y,N,462,1845,Northeast,207367.24,4,N,0
5505,EZYV19499,North America,1,N,N,19825,2012,Northeast,141329.63,4,Y,0
5506,EZYV11513,Asia,3,N,Y,852,1999,South,111233.22,4,Y,0
5507,EZYV22598,Asia,4,N,N,2377,1989,Northeast,58088.92,4,Y,1
5508,EZYV21523,Asia,1,Y,N,3270,2010,West,49390.67,2,Y,1
5509,EZYV10862,Asia,2,Y,N,603,1994,Northeast,129.35,1,Y,1
5510,EZYV12520,Asia,2,Y,N,713,2008,Midwest,97551.84,4,Y,1
5511,EZYV9670,North America,1,N,N,1306,1872,Midwest,76216.95,4,Y,0
5512,EZYV24344,North America,2,Y,N,3744,1999,Northeast,302.6871,1,Y,1
5513,EZYV11716,North America,1,Y,N,1053,2011,West,134787.13,4,Y,1
5514,EZYV300,Asia,2,Y,Y,2009,2005,West,69741.05,4,Y,1
5515,EZYV1108,Asia,2,N,N,1380,2005,South,205407.18,4,N,1
5516,EZYV851,Asia,1,N,N,4077,2010,Northeast,746.5986,1,Y,0
5517,EZYV20723,Europe,3,N,N,3340,1986,Midwest,80503.57,4,Y,1
5518,EZYV21017,Asia,1,N,N,9857,1998,South,106713.39,4,Y,1
5519,EZYV23098,North America,2,Y,N,1486,1998,Midwest,96261.14,4,Y,1
5520,EZYV2247,Asia,3,Y,N,634,1869,South,28827.5,4,Y,1
5521,EZYV23952,Oceania,1,N,N,619,1938,Midwest,66419.98,4,Y,1
5522,EZYV9801,South America,1,Y,N,642,1997,Northeast,252.2732,1,Y,0
5523,EZYV6384,Europe,4,N,N,4761,1898,Midwest,123856.7,4,Y,1
5524,EZYV6087,Asia,1,N,N,1348,1985,South,85091.89,4,Y,0
5525,EZYV21758,Asia,2,N,N,2067,2005,Midwest,164463.45,4,Y,1
5526,EZYV10983,North America,1,Y,N,88326,2007,South,20954.21,4,Y,1
5527,EZYV09,Asia,1,N,N,4810,2012,Midwest,74362.19,4,Y,1
5528,EZYV20595,Asia,2,N,N,3873,2005,South,238778.59,4,N,1
5529,EZYV5368,Asia,1,N,N,1293,1999,South,88037.11,4,Y,1
5530,EZYV23078,Asia,4,Y,Y,4901,2004,West,179886.97,4,N,1
5531,EZYV11574,North America,2,Y,N,66,2011,Midwest,253698.68,4,Y,1
5532,EZYV4041,Asia,1,N,N,1857,1992,West,36815.05,4,Y,0
5533,EZYV15077,Asia,1,N,N,575,1998,West,145.17,1,Y,1
5534,EZYV7792,Asia,3,Y,N,5018,2004,Midwest,99750.15,4,Y,0
